,lr,batch_size,num_timesteps,n_iter,model_params,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,0.0002288113668475521,1024,590,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 128, 'dropout': 0}",0.8526973078104207,0.6415940224159402,0.564011619320946,0.9030053630163517,0.17018653698988942,0.11370122414898531,0.11370122414898531,0.06770324074750236,1.1963600648914754,0.1741449443826275,0.022794317524961992,2910.9339706897736
0,0.00025533788451512354,1024,178,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 128, 'dropout': 0}",0.8468625243115979,0.6335129838314552,0.5484737982797977,0.8956309276565091,0.18130980894839072,0.14755990278378334,0.14755990278378334,0.07728892182383797,1.2813511862198617,0.26397834392083247,0.028663526989948687,2792.092362880707
0,1.9632702887198374e-05,1024,951,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 1024, 'dropout': 0}",0.8492169106356843,0.6483647648603486,0.5601005238664408,0.9031813416683823,0.19014806656807237,0.15563540936675263,0.15563540936675263,0.08136259541196719,1.1621009517561702,0.1614052798733857,0.01775242579282992,3547.858234643936
0,0.00032827312139428744,4096,714,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 256, 'dropout': 0}",0.8544375063977889,0.6497536945812807,0.5708909704800534,0.9042984448242873,0.1658720384353864,0.08737083811710672,0.08737083811710672,0.06394644412279259,1.084466500210114,0.12874189901051664,0.010241069598640943,1597.0690622329712
0,6.0444149686946634e-05,4096,495,5000,"{'n_layers_hidden': 2, 'n_units_hidden': 128, 'dropout': 0}",0.8391851776026206,0.612577065351418,0.5237661276729089,0.8874707920922051,0.18185238203771753,0.15693112857291958,0.15693112857291958,0.08253941405748488,1.6016721855047749,0.5079521421299895,0.07687049577384046,1502.5136423110962
0,2.4762069289032602e-05,4096,224,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 512, 'dropout': 0}",0.8435868563824342,0.6187624750499002,0.5354278287798611,0.8921770479389685,0.17237677478713598,0.1663858529530171,0.1663858529530171,0.0681483519453944,1.5458171726549745,0.4251194508166988,0.06047262250351322,1629.0459365844727
0,0.002627578213927961,4096,135,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 1024, 'dropout': 0}",0.8492169106356843,0.6401172733935988,0.5561072018213835,0.9028376464080203,0.1834483504502338,0.14908226102255956,0.14908226102255956,0.0776811947056772,1.031262572884246,0.12861003864748985,0.009186737448204595,1935.9156062602997
0,0.0002532447817066925,4096,184,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.8535162247927116,0.6488343558282209,0.568583485623875,0.9036317813818329,0.18070987486830772,0.14810711676383326,0.14810711676383326,0.0722546767071192,1.197907288932647,0.20223844700415589,0.024758290118894168,1492.674399137497
0,0.0002837028228029903,4096,104,5000,"{'n_layers_hidden': 8, 'n_units_hidden': 512, 'dropout': 0}",0.8520831200737026,0.6508818555206571,0.5666280210680693,0.9058361637310215,0.18068107536672476,0.11181057748221929,0.11181057748221929,0.07680863605954319,1.1453955848364654,0.18869896073553924,0.022587076290103612,1674.807909488678
0,3.5694413775579874e-05,1024,862,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 512, 'dropout': 0}",0.8546422356433616,0.6536585365853659,0.5729176686536513,0.9045399440737367,0.17800291212943609,0.1187677993648143,0.1187677993648143,0.07208117433501526,1.1260648991501059,0.13512814474537013,0.01192315037238479,2777.110636472702
0,6.950723488175402e-05,1024,958,5000,"{'n_layers_hidden': 2, 'n_units_hidden': 512, 'dropout': 0}",0.8504452861091207,0.6437454279444038,0.5601660143519469,0.9018227104754193,0.1846654507088676,0.164530991396663,0.164530991396663,0.07553875774595567,1.1550982905210476,0.14992921086003158,0.014045484094365613,2498.572905778885
0,0.0009120872396123555,1024,766,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 256, 'dropout': 0}",0.8553587880028662,0.6613946800862689,0.5778316153719114,0.9065560554619766,0.18445866552725365,0.13177866909210195,0.13177866909210195,0.07475421198227722,1.0124972718562653,0.11429860370356489,0.007503198118309721,2721.876001358032
0,0.0010924400928008313,1024,790,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 256, 'dropout': 0}",0.8544375063977889,0.6578440808469682,0.5743979986219946,0.905026656174159,0.18512752800120796,0.1357388879776939,0.1357388879776939,0.07615232453033735,1.0221431161955221,0.11815411839726937,0.007850911658936314,2744.278116464615
0,0.0017765204149354662,1024,757,5000,"{'n_layers_hidden': 6, 'n_units_hidden': 256, 'dropout': 0}",0.8533114955471389,0.6462601826709454,0.5671176885632633,0.9069501290375772,0.1719432589839688,0.11722158438576347,0.11722158438576347,0.06757500651302976,1.042485145132245,0.11852175940592402,0.008496081793848257,2810.7630653381348
0,0.0009171340286558773,1024,459,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.8565871634763026,0.6618392469225199,0.5803856464067537,0.9074910194175876,0.17338413851027462,0.08198368795383726,0.08198368795383726,0.06959173263108585,1.0344171343438404,0.12568794253051058,0.008512333677294759,2599.819715976715
0,0.0007714059577890502,1024,367,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.8563824342307299,0.6688694831248525,0.5834702218863307,0.906197246707043,0.19047523842655134,0.13980646219452192,0.13980646219452192,0.0778195225113784,1.0191043989202924,0.11764208176137947,0.007605942895982961,2658.139846086502
0,0.0006059807529378367,1024,339,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.8553587880028662,0.6674511649799953,0.5809489984500877,0.9076470194691748,0.18811563099850775,0.10197563630399453,0.10197563630399453,0.08136259541196719,1.0252273551230149,0.11881096268471811,0.008747270008122943,2762.442868709564
0,0.0006628659471566452,1024,310,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.8534138601699253,0.6585598474010491,0.5728564402932165,0.9072990636427242,0.19369892610704809,0.15318562034979943,0.15318562034979943,0.08310771270423518,1.0263156205781825,0.12271207091011217,0.008258466096698816,2694.840679883957
0,0.00010796812697056951,1024,336,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 256, 'dropout': 0}",0.8510594738458389,0.6469303567095365,0.5628166616991532,0.9019956952161443,0.17608248519991232,0.10830214561557844,0.10830214561557844,0.07309206078685046,1.1278825859999244,0.13824352216603183,0.013822080604455837,2750.13360953331
0,0.0004897236636421054,1024,374,5000,"{'n_layers_hidden': 4, 'n_units_hidden': 1024, 'dropout': 0}",0.8587368205548163,0.6700143472022956,0.5883019745602208,0.9091067527439197,0.17745738768622804,0.09696870293885218,0.09696870293885218,0.06928747263170218,0.9681237212406558,0.11010405022108276,0.007807372431393785,2768.982376098633
