,lr,batch_size,epochs,Accuracy,F1-Score,MCC,AUC,Demographic Disparity,Equalized Odds,Equality of Opportunity,Predictive Equality,dcr_mean,dcr_q05,mmd_syn_real,running_time
0,0.0015676677195506068,512,500,0.45114345114345117,0.6162790697674418,-0.009299502509268063,0.5539043554175962,0.008893226244861108,0.01110819557421494,0.01110819557421494,0.007552069171787523,1.2142116586784661,0.8623266999408586,0.22381466450871437,1364.7857995033264
0,0.0004950159553733195,2048,500,0.4733194733194733,0.6285434995112414,0.11119548791880436,0.6440915704724027,0.029476144306938012,0.03271656968840064,0.019767340155689705,0.03271656968840064,1.2858842783702926,0.9255431872951037,0.22077210815652068,214.7009928226471
0,0.07155682161754869,1024,500,0.45045045045045046,0.6211180124223602,0.0,0.5,0.0,0.0,0.0,0.0,1.5668821214900708,1.1589588862372906,0.3215942549600707,676.9862771034241
0,0.001871450068624067,512,500,0.5232155232155232,0.6348195329087049,0.16679367392735847,0.6669706082064216,0.17501090219356363,0.20697835662624398,0.1174013819644888,0.20697835662624398,1.2828536156695423,0.7960435838537612,0.1851514699675727,1293.962164402008
0,1.2046852412030316e-05,2048,500,0.5370755370755371,0.2786177105831533,0.01655874694208118,0.5093549325831798,0.01532446198203996,0.020861656425036706,0.006275693168897062,0.020861656425036706,0.6644026488075848,0.35438152779437204,0.10818504778094074,245.18525052070618
0,0.0821246192225687,512,500,0.45045045045045046,0.6211180124223602,0.0,0.5,0.0,0.0,0.0,0.0,2.215065991248176,1.632395595385286,0.6279270592814538,1426.6928644180298
0,2.972334644335654e-05,2048,500,0.48995148995148996,0.5765247410817032,0.035283007682938995,0.5123988747696188,0.0656756607999458,0.10817370768827073,0.10817370768827073,0.03715536462015334,0.7081253445090508,0.41508065936854216,0.1182666610324219,209.6665003299713
0,0.001222906594703436,2048,500,0.45045045045045046,0.6211180124223602,0.0,0.5228935881268794,0.0,0.0,0.0,0.0,1.4664025362394937,1.135844684734828,0.37629426045249836,233.22333765029907
0,0.0006677306766018312,2048,500,0.45045045045045046,0.6207556193208991,-0.0037101868109225226,0.5969919487826172,0.002125398512221044,0.0022522522522522292,0.0022522522522522292,0.002012072434607659,1.617936821498838,1.1751952895011077,0.3071689543580005,272.8969020843506
0,0.002807908107885727,1024,500,0.5578655578655579,0.05341246290801187,0.07829898875267066,0.6171238723445533,0.001987798010931831,0.004098917831312198,0.002099186565205982,0.004098917831312198,1.5968630904724777,1.1148218078133019,0.25772362059383064,872.9341206550598
0,0.011624006272624034,512,500,0.5495495495495496,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.2488880108507616,0.912380580706485,0.25658270608640077,1305.9523570537567
0,0.00016619628771824983,512,500,0.6528066528066528,0.5233111322549953,0.29342564382668723,0.6870870113493065,0.16954498689619843,0.2356118254176507,0.2356118254176507,0.09180760237098264,0.39581450731463186,0.17293560392961818,0.047042032742711015,1210.683111190796
0,0.00011125629195861185,512,500,0.5828135828135829,0.6433649289099526,0.233832559368553,0.6800358909690563,0.14695098458450995,0.13889417586600683,0.1285533105921456,0.13889417586600683,0.8931419852677385,0.6281857033983999,0.11906061923153761,1113.248948097229
0,0.0001198372456640387,512,500,0.5481635481635482,0.6261467889908257,0.17307014139066587,0.6645368124939375,0.14842225148291,0.15662993090177557,0.15662993090177557,0.12694409701451947,0.7445246047867559,0.4946767790785655,0.08379309351827224,1667.5351548194885
0,0.0001426939008910227,512,500,0.6306306306306306,0.5971277399848829,0.25643920140212406,0.6740809001843049,0.25698693006930834,0.2855768389748972,0.2855768389748972,0.20897683397683395,0.973317254547952,0.7077136323842408,0.1540055660644608,670.2924628257751
0,0.00015463246744301285,512,500,0.6313236313236313,0.6017964071856288,0.25936056133891444,0.6820448152100106,0.12112019509634153,0.11863070313774543,0.08814396921193035,0.11863070313774543,0.4281772380483337,0.20816211500680795,0.035718745431759714,578.9045007228851
0,3.938504033704241e-05,512,500,0.6271656271656272,0.5604575163398693,0.2403050308275969,0.6625628091958482,0.10901346791368005,0.161353100673489,0.161353100673489,0.04433356898145635,0.5425596897208779,0.33541175325282135,0.06715711091617778,546.7858808040619
0,0.0002939849412266032,1024,500,0.613998613998614,0.6390149060272197,0.2602566528759539,0.6655116888155981,0.12115829985054472,0.12964663692819034,0.12964663692819034,0.08789901571591707,1.2115991743746268,0.9989823067020617,0.20081290240447883,260.44039583206177
0,0.005686761346591751,1024,500,0.5509355509355509,0.17557251908396945,0.036892322478515316,0.522109806964788,0.05708515565792091,0.07200647249190938,0.07200647249190938,0.04846647452281255,1.2853319355084158,0.9267134340855359,0.2586509638384798,310.61584877967834
0,0.0004501294493947667,1024,500,0.5675675675675675,0.17894736842105263,0.096843084914972,0.5853855854108061,0.029730176001625808,0.06642558051008755,0.011020729467331417,0.06642558051008755,0.7238418258036317,0.3643715180800037,0.06992955141252111,255.56393122673035
