dataset,generator,fold,trial,running_time_s,running_time_min,MCC
adult,ddpm,4,10,2193.260486841202,36.554341447353366,0.5636875855362088
adult,ddpm,4,11,4534.513046741486,75.57521744569142,0.5457893568650459
adult,ddpm,4,12,5875.736446619034,97.9289407769839,0.5424133971740029
adult,ddpm,4,13,5185.640840291977,86.42734733819961,0.5765752203961241
adult,ddpm,4,14,3187.5994827747345,53.12665804624557,0.5800281334641747
adult,ddpm,4,15,4907.601933717728,81.79336556196213,0.5712393595842928
adult,ddpm,4,16,3261.6076493263245,54.36012748877207,0.5772540991861463
adult,ddpm,4,17,3135.5325627326965,52.258876045544945,0.5797074800575948
adult,ddpm,4,18,2146.697053194046,35.77828421990077,0.5610545888121834
adult,ddpm,4,19,2711.892247915268,45.19820413192113,0.5788267669600621
adult,realtabformer,0,0,2596.1211833953857,43.2686863899231,0.6320046656278994
adult,realtabformer,0,1,3683.988775730133,61.39981292883555,0.6316296001879523
adult,realtabformer,0,2,2527.643570661545,42.12739284435908,0.6320046656278994
adult,realtabformer,0,3,2516.096546173096,41.93494243621827,0.6320046656278994
adult,realtabformer,0,4,3673.652611732483,61.22754352887471,0.6316296001879523
adult,realtabformer,1,0,2491.601510286331,41.52669183810552,0.630025740124031
adult,realtabformer,1,1,3085.752428293228,51.42920713822047,0.6239802673570488
adult,realtabformer,1,2,2460.8969011306763,41.01494835217794,0.630025740124031
adult,realtabformer,1,3,2445.292194366455,40.75486990610759,0.630025740124031
adult,realtabformer,1,4,3097.080054283142,51.61800090471903,0.6239802673570488
adult,realtabformer,2,0,2456.117170572281,40.935286176204684,0.63993234964373
adult,realtabformer,2,1,3569.502293825149,59.49170489708582,0.6094445196565106
adult,realtabformer,2,2,2535.650370836258,42.26083951393763,0.63993234964373
adult,realtabformer,2,3,2602.2231369018555,43.370385615030926,0.63993234964373
adult,realtabformer,2,4,3797.107605934143,63.28512676556905,0.6094445196565106
adult,realtabformer,3,0,2107.023282766342,35.11705471277237,0.642620259149188
adult,realtabformer,3,1,3118.421340227127,51.97368900378545,0.6415317349671674
adult,realtabformer,3,2,2115.3502175807957,35.25583695967993,0.642620259149188
adult,realtabformer,3,3,2123.220901966095,35.38701503276825,0.642620259149188
adult,realtabformer,3,4,3090.212451696396,51.503540861606595,0.6415317349671674
adult,realtabformer,4,0,1399.2865443229675,23.321442405382793,0.6135969167751315
adult,realtabformer,4,1,2542.803092956543,42.38005154927571,0.6191712077272948
adult,realtabformer,4,2,1403.2500112056732,23.38750018676122,0.6135969167751315
adult,realtabformer,4,3,1415.2806861400604,23.588011435667674,0.6135969167751315
adult,realtabformer,4,4,2558.4766931533813,42.641278219223025,0.6191712077272948
adult,tvae,0,0,2199.6481075286865,36.660801792144774,0.5729853276777203
adult,tvae,0,1,4465.651597499847,74.42752662499745,0.5260768174857812
adult,tvae,0,2,4134.488522768021,68.90814204613368,0.5615684074753521
adult,tvae,0,3,3760.6885125637054,62.67814187606176,0.4932583111286097
adult,tvae,0,4,4111.598277807236,68.52663796345392,0.5277501264584312
adult,tvae,0,5,3593.6950340271,59.894917233785,0.5109080151876229
adult,tvae,0,6,4035.9226927757263,67.26537821292877,0.5672145343598272
adult,tvae,0,7,3657.846195697784,60.96410326162973,0.5622061272874823
adult,tvae,0,8,3820.202912092209,63.67004853487015,0.5504961185415886
adult,tvae,0,9,2060.3803839683533,34.33967306613922,0.5349400686792007
adult,tvae,0,10,2023.7203452587128,33.72867242097855,0.5534256803664418
adult,tvae,0,11,2452.586920261383,40.87644867102305,0.5049042300883273
adult,tvae,0,12,2188.867714881897,36.48112858136495,0.5222394966029849
adult,tvae,0,13,2182.9092738628387,36.38182123104731,0.5710416978888465
adult,tvae,0,14,2182.697209358216,36.37828682263693,0.5384890316657293
adult,tvae,0,15,2160.237854719162,36.00396424531937,0.5532077574161853
adult,tvae,0,16,2136.5096349716187,35.608493916193645,0.5673458875237095
adult,tvae,0,17,2575.596698284149,42.926611638069154,0.5604032746513388
adult,tvae,0,18,2128.541037797928,35.4756839632988,0.5775327663333278
adult,tvae,0,19,2185.8513498306274,36.43085583051046,0.5635576644090158
adult,tvae,1,0,2127.979227781296,35.466320463021596,0.5464975966209137
adult,tvae,1,1,4062.704627275467,67.71174378792445,0.5512116777168701
adult,tvae,1,2,3960.267042160034,66.00445070266724,0.5399394711795034
adult,tvae,1,3,4052.063404083252,67.5343900680542,0.5247525276365599
adult,tvae,1,4,3990.150045633316,66.50250076055526,0.5087567526043677
adult,tvae,1,5,1958.547065258026,32.642451087633766,0.4736302078623869
adult,tvae,1,6,2003.1027631759644,33.385046052932736,0.5633294479292394
adult,tvae,1,7,1843.666608333588,30.727776805559802,0.5238831274718041
adult,tvae,1,8,1726.0427978038788,28.76737996339798,0.5543545572159413
adult,tvae,1,9,1044.973042011261,17.41621736685435,0.5617200069623457
adult,tvae,1,10,1104.6238169670105,18.410396949450174,0.5384872432948211
adult,tvae,1,11,1076.7587940692902,17.945979901154836,0.5646145718508317
adult,tvae,1,12,1081.132250547409,18.018870842456817,0.5762276766524437
adult,tvae,1,13,1084.2251558303833,18.07041926383972,0.5413859980619382
adult,tvae,1,14,1061.560247182846,17.692670786380766,0.4877176259890816
adult,tvae,1,15,1060.3976798057556,17.67329466342926,0.5694649042226172
adult,tvae,1,16,1040.4993555545807,17.341655925909677,0.5261066563572567
adult,tvae,1,17,1060.195744752884,17.669929079214732,0.5480491651585017
adult,tvae,1,18,1034.6988253593445,17.24498042265574,0.5394040190483612
adult,tvae,1,19,1047.5175075531006,17.45862512588501,0.3244417865858091
adult,tvae,2,0,662.2826159000397,11.038043598333994,0.567428532724342
adult,tvae,2,1,1389.199345588684,23.153322426478066,0.5713609089661512
adult,tvae,2,2,1110.2247471809387,18.50374578634898,0.469361363310361
adult,tvae,2,3,1119.8870904445648,18.664784840742747,0.5188433059966658
adult,tvae,2,4,1299.2365083694458,21.65394180615743,0.5152222266580786
adult,tvae,2,5,1187.4216923713684,19.790361539522806,0.4388769206900327
adult,tvae,2,6,1275.9996275901794,21.266660459836324,0.5858431306271327
adult,tvae,2,7,1197.3315379619598,19.95552563269933,0.541988862286022
adult,tvae,2,8,1113.6008808612823,18.56001468102137,0.5309197455966106
adult,tvae,2,9,766.5526051521301,12.775876752535503,0.5666389699641049
adult,tvae,2,10,893.1253976821899,14.885423294703166,0.4488900781470584
adult,tvae,2,11,1432.6678149700165,23.87779691616694,0.4710624232972119
adult,tvae,2,12,1814.9441301822665,30.24906883637111,0.5608725727688056
adult,tvae,2,13,1253.5938522815704,20.893230871359506,0.5231270832267187
adult,tvae,2,14,725.2144515514374,12.08690752585729,0.5832774759037894
adult,tvae,2,15,689.8936216831207,11.498227028052012,0.5647712783488825
adult,tvae,2,16,711.5361971855164,11.858936619758605,0.5075060286343789
adult,tvae,2,17,689.1852679252625,11.486421132087708,0.5396245238447478
adult,tvae,2,18,718.2085058689117,11.970141764481863,0.5358494160729115
adult,tvae,2,19,693.4828922748566,11.558048204580944,0.4985842354767206
adult,tvae,3,0,699.092182636261,11.651536377271016,0.5585323987134257
adult,tvae,3,1,1423.3865504264832,23.72310917377472,0.562417390979234
adult,tvae,3,2,1119.2369225025177,18.653948708375296,0.5669424276463125
adult,tvae,3,3,1142.4105551242828,19.040175918738047,0.5487207320307682
adult,tvae,3,4,1353.171499252319,22.552858320871984,0.525266523438286
adult,tvae,3,5,1205.4656236171722,20.09109372695287,0.4473359445655717
adult,tvae,3,6,1339.9652326107023,22.33275387684504,0.5753089450794179
adult,tvae,3,7,1273.821142911911,21.230352381865185,0.550316123894899
adult,tvae,3,8,1133.2897746562958,18.888162910938263,0.5723615562285632
adult,tvae,3,9,801.8061430454254,13.363435717423757,0.5846921346291307
adult,tvae,3,10,836.676568031311,13.944609467188517,0.5672743659382345
adult,tvae,3,11,845.6589694023132,14.09431615670522,0.5787398744972706
adult,tvae,3,12,963.8206205368042,16.063677008946737,0.5848113404912724
adult,tvae,3,13,903.8157365322112,15.063595608870186,0.5848499655509244
adult,tvae,3,14,901.8477475643158,15.030795792738596,0.5711487061524559
adult,tvae,3,15,870.5819506645203,14.509699177742004,0.5902512601782304
adult,tvae,3,16,835.2359807491302,13.92059967915217,0.5917467765132595
adult,tvae,3,17,837.62464427948,13.960410737991333,0.5667850816148733
adult,tvae,3,18,725.5107984542847,12.091846640904745,0.4772371018957529
adult,tvae,3,19,767.4493885040283,12.790823141733805,0.5578162721136356
adult,tvae,4,0,702.135879278183,11.702264654636384,0.5231281085142666
adult,tvae,4,1,1418.315771818161,23.63859619696935,0.5422831509299851
adult,tvae,4,2,1115.1739881038666,18.586233135064443,0.4711426568126903
adult,tvae,4,3,1164.5574617385864,19.40929102897644,0.4514007615699161
adult,tvae,4,4,1460.7101728916168,24.345169548193613,0.4711900173416707
adult,tvae,4,5,1281.3537681102753,21.355896135171253,0.5194360794763564
adult,tvae,4,6,1338.8436980247498,22.31406163374583,0.5502263037437712
adult,tvae,4,7,1244.157747507095,20.735962458451585,0.5343790396184163
adult,tvae,4,8,1100.5001003742218,18.341668339570365,0.4684662815197964
adult,tvae,4,9,800.5718641281128,13.342864402135213,0.5083321911186135
adult,tvae,4,10,898.8468325138092,14.98078054189682,0.5429190743347674
adult,tvae,4,11,867.6529276371002,14.460882127285004,0.4993494439630896
adult,tvae,4,12,845.0075006484985,14.083458344141642,0.4713415347512315
adult,tvae,4,13,747.5911555290222,12.459852592150371,0.4516003441350461
adult,tvae,4,14,707.2078619003296,11.786797698338827,0.5505713015275301
adult,tvae,4,15,692.5678999423981,11.542798332373302,0.5349705274780426
adult,tvae,4,16,695.4700510501862,11.591167517503102,0.4396632713720307
adult,tvae,4,17,1215.2676618099213,20.254461030165356,0.5030502035046142
adult,tvae,4,18,1284.6954321861267,21.411590536435444,0.5510273702098137
adult,tvae,4,19,689.3361301422119,11.488935502370198,0.5401128358102202
bank_marketing,arf,0,0,469.8548216819763,7.830913694699605,0.3406903124508439
bank_marketing,arf,0,1,250.24813532829285,4.170802255471547,0.3693055003585248
bank_marketing,arf,0,2,146.99719285964966,2.4499532143274942,0.3436544516072294
bank_marketing,arf,0,3,596.416047334671,9.94026745557785,0.3654373570267456
bank_marketing,arf,0,4,100.8090398311615,1.6801506638526917,0.3773373608232255
bank_marketing,arf,0,5,283.33989810943604,4.722331635157267,0.3582073675598472
bank_marketing,arf,0,6,628.9934959411621,10.483224932352702,0.3741576593330143
bank_marketing,arf,0,7,228.6221628189087,3.810369380315145,0.3503744693017079
bank_marketing,arf,0,8,154.45692801475525,2.574282133579254,0.3567320910983233
bank_marketing,arf,0,9,124.20353436470032,2.0700589060783385,0.3640588137998344
bank_marketing,arf,0,10,59.88406705856323,0.9980677843093873,0.3485883360673237
bank_marketing,arf,0,11,416.2572090625763,6.937620151042938,0.3532523588821547
bank_marketing,arf,0,12,142.9168426990509,2.381947378317515,0.3424945669394868
bank_marketing,arf,0,13,366.205974817276,6.103432913621266,0.3253258542263982
bank_marketing,arf,0,14,189.96744346618647,3.1661240577697742,0.3509660962572073
bank_marketing,arf,0,15,123.23226976394652,2.053871162732442,0.3640588137998344
bank_marketing,arf,0,16,157.96662783622742,2.6327771306037904,0.383695998155298
bank_marketing,arf,0,17,118.1288676261902,1.9688144604365034,0.3441408916415255
bank_marketing,arf,0,18,164.69897294044495,2.744982882340749,0.3467726545747464
bank_marketing,arf,0,19,138.79842829704285,2.3133071382840473,0.3583790075080492
bank_marketing,arf,1,0,559.937882900238,9.3322980483373,0.3441838584050445
bank_marketing,arf,1,1,311.95152711868286,5.1991921186447145,0.329608394131277
bank_marketing,arf,1,2,180.9987986087799,3.0166466434796653,0.3038329792123642
bank_marketing,arf,1,3,738.0946190357208,12.30157698392868,0.3157816075669801
bank_marketing,arf,1,4,136.429372549057,2.2738228758176167,0.3008677639884791
bank_marketing,arf,1,5,364.8895611763001,6.081492686271669,0.3311366260647352
bank_marketing,arf,1,6,795.9997572898865,13.266662621498108,0.3614214772775552
bank_marketing,arf,1,7,312.3735454082489,5.206225756804148,0.3257748174757963
bank_marketing,arf,1,8,208.93847751617432,3.482307958602905,0.3125181241635786
bank_marketing,arf,1,9,167.02536129951477,2.7837560216585797,0.3213955538794807
bank_marketing,arf,1,10,390.51050424575806,6.508508404095967,0.288640478298544
bank_marketing,arf,1,11,765.1744651794434,12.752907752990723,0.3573678450962688
bank_marketing,arf,1,12,881.736124753952,14.695602079232534,0.3354460753177964
bank_marketing,arf,1,13,728.296701669693,12.13827836116155,0.328670257537359
bank_marketing,arf,1,14,858.4339852333069,14.307233087221782,0.3062375163897488
bank_marketing,arf,1,15,339.270565032959,5.654509417215983,0.324444193710282
bank_marketing,arf,1,16,378.3259947299957,6.305433245499929,0.2984112313966953
bank_marketing,arf,1,17,494.4092597961426,8.24015432993571,0.3173734897241532
bank_marketing,arf,1,18,162.64205074310303,2.710700845718384,0.2996434329342913
bank_marketing,arf,1,19,646.7593908309937,10.779323180516561,0.3534967730598103
bank_marketing,arf,2,0,564.1148293018341,9.401913821697235,0.3043895120049501
bank_marketing,arf,2,1,315.107106924057,5.25178511540095,0.3545789385495412
bank_marketing,arf,2,2,184.54750990867612,3.0757918318112685,0.3145865260525212
bank_marketing,arf,2,3,752.030604839325,12.53384341398875,0.3807431652451691
bank_marketing,arf,2,4,139.13714814186096,2.318952469031016,0.3411232137435854
bank_marketing,arf,2,5,369.461264371872,6.1576877395312,0.3046064679187968
bank_marketing,arf,2,6,801.5217819213867,13.358696365356446,0.3406058940521172
bank_marketing,arf,2,7,311.9171402454376,5.198619004090627,0.2961065517973025
bank_marketing,arf,2,8,208.51336812973025,3.475222802162171,0.3384251143033317
bank_marketing,arf,2,9,296.64270782470703,4.944045130411784,0.3485275018347087
bank_marketing,arf,2,10,391.4714941978455,6.524524903297425,0.3263776327776951
bank_marketing,arf,2,11,386.29359197616577,6.438226532936096,0.3614343740701889
bank_marketing,arf,2,12,388.5556516647339,6.475927527745565,0.3293894886984225
bank_marketing,arf,2,13,359.2189254760742,5.986982091267904,0.3444138810986741
bank_marketing,arf,2,14,602.6404449939728,10.044007416566213,0.3039518581294338
bank_marketing,arf,2,15,366.4658846855164,6.107764744758607,0.3344028485775173
bank_marketing,arf,2,16,373.8638298511505,6.231063830852508,0.317970101348241
bank_marketing,arf,2,17,634.7852091789246,10.57975348631541,0.3707301288516557
bank_marketing,arf,2,18,689.8418891429901,11.497364819049835,0.3707301288516557
bank_marketing,arf,2,19,588.422589302063,9.807043155034384,0.3448138494334397
bank_marketing,arf,3,0,592.8234510421753,9.880390850702922,0.317090279375606
bank_marketing,arf,3,1,326.76814794540405,5.446135799090068,0.3507715479430859
bank_marketing,arf,3,2,188.9614701271057,3.1493578354517617,0.3385106924342305
bank_marketing,arf,3,3,700.0153365135193,11.666922275225321,0.2982920436717984
bank_marketing,arf,3,4,125.73499822616576,2.095583303769429,0.3383155805921299
bank_marketing,arf,3,5,331.2204020023346,5.520340033372244,0.3255607107386151
bank_marketing,arf,3,6,736.7357249259949,12.278928748766582,0.3376802415162814
bank_marketing,arf,3,7,290.2462239265442,4.837437065442403,0.3044301010864302
bank_marketing,arf,3,8,192.5201117992401,3.208668529987335,0.347289237510138
bank_marketing,arf,3,9,152.046936750412,2.5341156125068665,0.337186025946829
bank_marketing,arf,3,10,367.75122332572937,6.129187055428823,0.3046654739584416
bank_marketing,arf,3,11,223.97831082344052,3.732971847057342,0.3121980900899713
bank_marketing,arf,3,12,190.17525935173035,3.1695876558621725,0.3680040301932581
bank_marketing,arf,3,13,197.40536546707156,3.290089424451193,0.3680040301932581
bank_marketing,arf,3,14,105.64453077316284,1.760742179552714,0.379670062509394
bank_marketing,arf,3,15,100.3225555419922,1.6720425923665367,0.379670062509394
bank_marketing,arf,3,16,104.7327241897583,1.7455454031626383,0.3459798859275446
bank_marketing,arf,3,17,124.4168312549591,2.0736138542493183,0.3383155805921299
bank_marketing,arf,3,18,133.07556319236755,2.217926053206126,0.3567232063442892
bank_marketing,arf,3,19,457.8063485622406,7.630105809370677,0.3251656545001586
bank_marketing,arf,4,0,596.5506300926208,9.942510501543682,0.3303733938165746
bank_marketing,arf,4,1,329.3224182128906,5.488706970214844,0.3481561229979543
bank_marketing,arf,4,2,197.6567599773407,3.294279332955678,0.3183383641647992
bank_marketing,arf,4,3,763.2978186607361,12.721630311012268,0.2904149774518509
bank_marketing,arf,4,4,131.2663459777832,2.1877724329630532,0.3469623076398481
bank_marketing,arf,4,5,347.0721356868744,5.78453559478124,0.3226437089194113
bank_marketing,arf,4,6,740.1248867511749,12.335414779186248,0.3462768703711524
bank_marketing,arf,4,7,294.1277449131012,4.90212908188502,0.3550252856948585
bank_marketing,arf,4,8,191.81552290916443,3.196925381819407,0.3485602591555569
bank_marketing,arf,4,9,153.57235741615295,2.559539290269216,0.3369997483150443
bank_marketing,ctabgan,0,0,11355.63661980629,189.26061033010484,0.0
bank_marketing,ctabgan,1,0,5399.364879131317,89.98941465218861,0.2294502231897223
bank_marketing,ctabgan,1,1,6866.189957380295,114.43649928967157,0.4255122651374872
bank_marketing,ctabgan,1,2,6346.718698263168,105.7786449710528,0.0
bank_marketing,ctabgan,1,3,6379.899378061295,106.33165630102158,0.2510018774771768
bank_marketing,ctabgan,1,4,6878.8756268024445,114.64792711337408,0.3606358565118601
bank_marketing,ctabgan,1,5,6283.110147714615,104.71850246191025,0.0
bank_marketing,ctabgan,1,6,6877.140827417374,114.61901379028956,0.2203816473320142
bank_marketing,ctabgan,1,7,7093.301087141037,118.22168478568395,0.151625879256405
bank_marketing,ctabgan,1,8,7095.83113193512,118.26385219891866,0.4289735773106522
bank_marketing,ctabgan,1,9,6355.007821321487,105.9167970220248,0.4325794962362695
bank_marketing,ctabgan,1,10,6467.0468780994415,107.78411463499069,0.0
bank_marketing,ctabgan,1,11,6546.314960002899,109.10524933338165,0.2792682624893335
bank_marketing,ctabgan,1,12,6541.411581754684,109.02352636257807,0.4405585289860121
bank_marketing,ctabgan,1,13,6533.609802246094,108.89349670410157,0.2719579038489265
bank_marketing,ctabgan,1,14,6541.847029209137,109.03078382015228,0.1042774203742296
bank_marketing,ctabgan,1,15,6413.261515378952,106.88769192298254,0.3323924396699571
bank_marketing,ctabgan,1,16,6400.528673410416,106.6754778901736,0.2872246761191809
bank_marketing,ctabgan,1,17,6561.601496696472,109.3600249449412,0.0119563009807667
bank_marketing,ctabgan,1,18,6440.160129785538,107.33600216309229,0.0331924307481925
bank_marketing,ctabgan,1,19,6095.637060880661,101.59395101467769,0.0
bank_marketing,ctabgan,2,0,6264.734029531479,104.41223382552465,0.2587634590812596
bank_marketing,ctabgan,2,1,7034.8154129982,117.24692354997,0.2483608306506231
bank_marketing,ctabgan,2,2,6117.971731185913,101.96619551976522,0.0
bank_marketing,ctabgan,2,3,6414.438008785248,106.9073001464208,0.1937678840167713
bank_marketing,ctabgan,2,4,6881.362724542618,114.68937874237696,0.3331200858186341
bank_marketing,ctabgan,2,5,6287.519124746323,104.7919854124387,0.0
bank_marketing,ctabgan,2,6,7097.05113863945,118.28418564399084,0.3218706000168437
bank_marketing,ctabgan,2,7,7095.791884422302,118.26319807370504,0.0105561695734415
bank_marketing,ctabgan,2,8,7047.2341594696045,117.45390265782675,0.2247083092230862
bank_marketing,ctabgan,2,9,6275.446451187134,104.59077418645224,0.2598573687189562
bank_marketing,ctabgan,2,10,6895.148244142532,114.91913740237554,0.32513309008584
bank_marketing,ctabgan,2,11,6882.299651384354,114.70499418973922,0.2634197269345106
bank_marketing,ctabgan,2,12,6898.023941278458,114.9670656879743,0.5151206721222735
bank_marketing,ctabgan,2,13,6892.588387012482,114.87647311687469,0.4548558853010702
bank_marketing,ctabgan,2,14,6895.643283367157,114.92738805611928,0.415081675195423
bank_marketing,ctabgan,2,15,6264.420744895935,104.40701241493225,0.184715852618029
bank_marketing,ctabgan,2,16,6900.172649383545,115.00287748972575,0.3560455126924053
bank_marketing,ctabgan,2,17,6870.732525587082,114.5122087597847,0.0169889169994161
bank_marketing,ctabgan,2,18,6260.241106033325,104.33735176722209,0.3249235996747051
bank_marketing,ctabgan,2,19,4322.004694700241,72.03341157833735,0.1241030359815544
bank_marketing,ctabgan,3,0,4397.748846292496,73.29581410487494,0.1414368720829032
bank_marketing,ctabgan,3,1,2672.802343130112,44.546705718835206,0.0251760193421194
bank_marketing,ctabgan,3,2,3022.7798488140106,50.379664146900176,0.0
bank_marketing,ctabgan,3,3,3962.0369238853455,66.03394873142243,0.4413596099456961
bank_marketing,ctabgan,3,4,2626.308751344681,43.771812522411345,0.3307286800940469
bank_marketing,ctabgan,3,5,3931.539208173752,65.52565346956253,0.0
bank_marketing,ctabgan,3,6,2590.7105243206024,43.178508738676705,0.3483882525743455
bank_marketing,ctabgan,3,7,2608.905983448029,43.48176639080048,0.0321555262427542
bank_marketing,ctabgan,3,8,2617.1070218086243,43.61845036347707,0.4147786404825079
bank_marketing,ctabgan,3,9,3021.77947974205,50.362991329034166,0.2560567920785416
bank_marketing,ctabgan,3,10,3889.826819419861,64.83044699033101,0.0271212073417684
bank_marketing,ctabgan,3,11,3933.271017551422,65.55451695919037,0.491631418277376
bank_marketing,ctabgan,3,12,3941.674746990204,65.69457911650339,0.0835819069088007
bank_marketing,ctabgan,3,13,3919.3495347499847,65.32249224583308,0.091726127341877
bank_marketing,ctabgan,3,14,3931.2605226039886,65.52100871006648,0.0755005718049138
bank_marketing,ctabgan,3,15,3943.508157014847,65.72513595024745,0.0140936764577592
bank_marketing,ctabgan,3,16,3915.416317462921,65.25693862438202,0.0354581287752395
bank_marketing,ctabgan,3,17,3003.4623379707336,50.05770563284556,0.4144672562635657
bank_marketing,ctabgan,3,18,3925.862302780152,65.4310383796692,0.0
bank_marketing,ctabgan,3,19,4135.586056232452,68.92643427054087,0.1133090553827626
bank_marketing,ctabgan,4,0,3927.9734795093536,65.46622465848922,0.0114891152301503
bank_marketing,ctabgan,4,1,2567.795491218567,42.79659152030945,0.0877476962717454
bank_marketing,ctabgan,4,2,2975.4192414283752,49.59032069047292,0.0
bank_marketing,ctabgan,4,3,4254.04722905159,70.90078715085983,0.4443810960766367
bank_marketing,ctabgan,4,4,2605.611298561096,43.42685497601827,0.3234325575219567
bank_marketing,ctabgan,4,5,4000.3139865398407,66.67189977566402,0.0
bank_marketing,ctabgan,4,6,2622.48258972168,43.708043162028005,0.2657233715267372
bank_marketing,ctabgan,4,7,2634.9877173900604,43.91646195650101,0.4663969220357047
bank_marketing,ctabgan,4,8,2605.064502954483,43.41774171590805,0.1717731862878079
bank_marketing,ctabgan,4,9,3060.96815276146,51.01613587935766,0.2622280310721468
bank_marketing,ctabgan,4,10,2586.005274295807,43.10008790493011,0.024718425981623
bank_marketing,ctabgan,4,11,3974.019598722458,66.23365997870764,0.177386285502453
bank_marketing,ctabgan,4,12,4026.266714096069,67.10444523493449,0.0
bank_marketing,ctabgan,4,13,3979.311449289322,66.32185748815536,0.0836812034857662
bank_marketing,ctabgan,4,14,3009.6342253685,50.160570422808334,-0.1023106411812965
bank_marketing,ctabgan,4,15,2623.720971345901,43.728682855765015,0.0288909867459071
bank_marketing,ctabgan,4,16,3998.233782529831,66.63722970883052,0.4401778858066585
bank_marketing,ctabgan,4,17,3982.283284664154,66.3713880777359,0.3052359836163645
bank_marketing,ctabgan,4,18,2593.4516236782074,43.224193727970125,0.0376325248950542
bank_marketing,ctabgan,4,19,3009.472925186157,50.157882086435954,-0.0266172323559469
bank_marketing,ctgan,0,0,9834.518679141998,163.90864465236663,0.3560934849381542
bank_marketing,ctgan,0,1,4297.545058727264,71.62575097878774,0.3266610242741156
bank_marketing,ctgan,0,2,4992.108704566956,83.2018117427826,0.388839823868649
bank_marketing,ctgan,0,3,3456.589557647705,57.609825960795085,0.3308672904242743
bank_marketing,ctgan,0,4,6175.529864788055,102.92549774646758,0.3563315521553832
bank_marketing,ctgan,0,5,8132.864547729492,135.5477424621582,0.4021454844465537
bank_marketing,ctgan,0,6,9683.75066423416,161.39584440390266,0.3912493261302496
bank_marketing,ctgan,0,7,7887.405913352966,131.45676522254945,0.3474733632942882
bank_marketing,ctgan,0,8,2771.996391057968,46.19993985096614,0.1500769228568663
bank_marketing,ctgan,0,9,4166.942077159882,69.44903461933136,0.3378715366610186
bank_marketing,ctgan,0,10,3903.964933156967,65.06608221928279,0.4388414025917995
bank_marketing,ctgan,0,11,3827.8449885845184,63.79741647640864,0.4337114263431763
bank_marketing,ctgan,0,12,3861.7116343975063,64.36186057329176,0.404200952447137
bank_marketing,ctgan,0,13,2931.1397743225098,48.85232957204183,0.3794188711760045
bank_marketing,ctgan,0,14,3705.54879450798,61.759146575132995,0.3721168736291402
bank_marketing,ctgan,0,15,2088.4924535751343,34.80820755958557,0.3359385023828601
bank_marketing,ctgan,0,16,3177.6176965236664,52.960294942061104,0.3786815669776536
bank_marketing,ctgan,0,17,3707.3155131340022,61.7885918855667,0.3449058855767178
bank_marketing,ctgan,0,18,3641.085926771164,60.68476544618606,0.3881513563160638
bank_marketing,ctgan,0,19,2826.896060228348,47.11493433713913,0.3698552433456617
bank_marketing,ctgan,1,0,4934.155622720718,82.2359270453453,0.3826841071090939
bank_marketing,ctgan,1,1,2080.678717851639,34.67797863086064,0.3093131515605265
bank_marketing,ctgan,1,2,2331.6078703403477,38.86013117233913,0.3877877557160027
bank_marketing,ctgan,1,3,1752.9995198249817,29.216658663749694,0.3154270188279943
bank_marketing,ctgan,1,4,2722.98374080658,45.383062346776335,0.2934569902020699
bank_marketing,ctgan,1,5,3895.645841360092,64.92743068933487,0.324587553015872
bank_marketing,ctgan,1,6,4484.548121452332,74.7424686908722,0.3079005565980181
bank_marketing,ctgan,1,7,3641.899338722229,60.69832231203715,0.2670665743992212
bank_marketing,ctgan,1,8,1601.3169071674347,26.688615119457246,0.2300725664387021
bank_marketing,ctgan,1,9,2033.736813545227,33.89561355908712,0.3381000770453663
bank_marketing,ctgan,1,10,1397.482735872269,23.29137893120448,0.3126461140846196
bank_marketing,ctgan,1,11,2644.9758644104004,44.08293107350667,0.3588460066234819
bank_marketing,ctgan,1,12,2651.61554312706,44.193592385451,0.3055295980270492
bank_marketing,ctgan,1,13,4299.227332353592,71.65378887255987,0.3264024449688862
bank_marketing,ctgan,1,14,2898.019212245941,48.300320204099016,0.367385318723658
bank_marketing,ctgan,1,15,2747.8213381767277,45.797022302945464,0.3697804184916935
bank_marketing,ctgan,1,16,3081.450047016144,51.3575007836024,0.3895933533538068
bank_marketing,ctgan,1,17,2470.628495693207,41.17714159488678,0.3186181175921412
bank_marketing,ctgan,1,18,1244.203649520874,20.736727492014566,0.3363395751012386
bank_marketing,ctgan,1,19,2539.4121339321136,42.32353556553523,0.3456078629765897
bank_marketing,ctgan,2,0,4781.452695608139,79.69087826013565,0.3848899957343518
bank_marketing,ctgan,2,1,2130.112313270569,35.50187188784282,0.3752991944131779
bank_marketing,ctgan,2,2,2347.748189687729,39.12913649479548,0.3704959477566187
bank_marketing,ctgan,2,3,1751.1278896331787,29.185464827219644,0.3293581638867535
bank_marketing,ctgan,2,4,2759.57399725914,45.992899954319,0.3703462372972961
bank_marketing,ctgan,2,5,3990.008696079254,66.50014493465423,0.3840314460001902
bank_marketing,ctgan,2,6,4496.94569849968,74.94909497499467,0.3340884081824669
bank_marketing,ctgan,2,7,3607.850632429123,60.13084387381871,0.3321720651686776
bank_marketing,ctgan,2,8,1487.159399986267,24.785989999771118,0.2092225952330576
bank_marketing,ctgan,2,9,2040.9721450805664,34.01620241800944,0.3524497685631092
bank_marketing,ctgan,2,10,3024.042730808258,50.40071218013763,0.3661410024807623
bank_marketing,ctgan,2,11,4690.916643381119,78.18194405635198,0.3614196966474862
